1 0.0278261 4.83222222222e-05
2 0.0250882 -0.00191797283951
3 0.0262484 -7.60137174211e-06
4 0.02551 -1.66680003048e-05
5 0.0248517 3.41061108147e-05
6 0.0241799 5.16837188477e-05
7 0.0235194 6.14119488797e-05
8 0.0229133 0.000106922728077
9 0.0222921 0.000119233207853
10 0.021613 5.60461743016e-05
11 0.0210547 9.65504472377e-05
12 0.0204594 8.34212681478e-05
13 0.0198954 8.54206773659e-05
14 0.0193379 7.81978807724e-05
15 0.0187802 5.54896063065e-05
16 0.0182698 6.52204505757e-05
17 0.0177869 8.80032158375e-05
18 0.0173208 0.00011353923762
19 0.0167683 3.90187032415e-05
20 0.0163925 0.000127920961485
21 0.015833 2.02148236658e-05
22 0.0154304 5.68588563417e-05
23 0.0149892 4.27016658878e-05
24 0.0145479 1.65821751687e-05
25 0.0141749 4.72298925251e-05
26 0.0138108 7.55651732883e-05
27 0.0134105 5.67994740303e-05
28 0.0130414 5.86355997517e-05
29 0.0126577 3.5567944203e-05
30 0.0123213 4.97827235307e-05
31 0.011945 1.43582034326e-05
32 0.0116054 6.16492000394e-06
33 0.0112956 1.85658944483e-05
34 0.0110196 5.58168418247e-05
35 0.0106897 3.04663739962e-05
36 0.010433 6.98561969408e-05
37 0.0100965 2.12213025813e-05
38 0.0098407 4.52901552874e-05
39 0.0095393 1.59848731961e-05
40 0.0092847 2.59214044962e-05
41 0.0089487 -5.28903011843e-05
42 0.0088159 6.43538738486e-05
43 0.0085339 2.54523773528e-05
44 0.0083119 3.97981446486e-05
45 0.0080248 -1.75212482583e-05
46 0.0078198 8.76564193316e-07
47 0.0076147 1.29688818546e-05
48 0.0074003 9.72807958087e-06
49 0.0072016 1.6321744037e-05
50 0.0069971 1.14128067026e-05
51 0.0067984 6.75967318308e-06
52 0.0066017 -1.283651072e-06
53 0.0064437 2.41325614578e-05
54 0.0062719 3.06538791951e-05
55 0.0060833 1.54218269952e-05
56 0.0059164 1.70739984676e-05
57 0.0057597 2.42441651768e-05
58 0.0056011 2.49623828108e-05
59 0.0054139 -7.34490560064e-06
60 0.0052696 -1.05476933396e-06
61 0.005139 1.4752307592e-05
62 0.0049651 -1.680747873e-05
63 0.0048765 3.29788401236e-05
64 0.0047039 -5.07890543539e-06
65 0.0045935 1.532606416e-05
66 0.0044784 2.73975623778e-05
67 0.0043392 1.18365189784e-05
68 0.0041938 -1.33589398821e-05
69 0.0040733 -1.69934137742e-05
70 0.003954 -2.26741522805e-05
71 0.0038701 3.88901861616e-06
72 0.0037477 -1.1116231901e-05
73 0.0036653 1.08953300963e-05
74 0.0035445 -8.39342907305e-06
75 0.0034493 -4.90194493213e-06
76 0.0033488 -9.45189090624e-06
77 0.0032589 -6.06711615884e-06
78 0.0032105 3.62264148456e-05
79 0.0030792 -6.89931890014e-06
80 0.0029955 -4.87433781958e-06
81 0.0029294 1.23693937865e-05
82 0.0028305 -5.5019782631e-06
83 0.0027732 1.59758544664e-05
84 0.0027076 2.69654140646e-05
85 0.0025933 -1.28725141039e-05
86 0.0025062 -2.75788331565e-05
87 0.0024684 5.00391220891e-06
88 0.0023816 -1.33684186858e-05
89 0.0023338 5.35848183327e-06
90 0.0022732 9.43741289345e-06
91 0.0021612 -3.96802930203e-05
92 0.002121 -1.87447293252e-05
93 0.0020986 1.82926242671e-05
94 0.0020249 2.3789402597e-06
95 0.0019622 -4.13991919196e-06
96 0.001925 1.32806341189e-05
97 0.0018766 1.79839498379e-05
98 0.0018064 -5.87826546534e-07
99 0.0017669 1.01062797464e-05
